Timestamp,CPU,Memory
1767692685.469941,0.11%,108.7MiB
1767692687.9902148,3.86%,111.5MiB
1767692689.99102,84.09%,170.1MiB
1767692691.994772,87.50%,212.7MiB
1767692694.0053902,100.62%,259.2MiB
1767692696.0124469,84.43%,302.1MiB
1767692698.016216,87.56%,347.5MiB
1767692700.0222259,88.39%,394.5MiB
1767692702.026461,303.37%,535.5MiB
1767692704.039613,397.92%,531MiB
1767692706.040283,144.92%,502.9MiB
